,Resume_ID,Name,Skills,Experience (Years),Education,Certifications,Job Role,Recruiter Decision,Salary Expectation ($),Projects Count,AI Score (0-100),Skills_List,Hire_Flag,Has_Certification,AI_Norm,Exp_Norm,Proj_Norm,Resume_Strength_Score
239,240,Sheila Gonzalez,"deep learning, sql",1,M.Tech,Google ML,Data Scientist,Reject,64383,4,50,"['deep learning', 'sql']",0,1,0.411764705882353,0.1,0.4,0.4191176470588236
240,241,Barbara Bernard,"linux, ethical hacking",10,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,50784,0,100,"['linux', 'ethical hacking']",1,1,1.0,1.0,0.0,0.75
241,242,Mario Savage,"deep learning, machine learning, python, sql",5,B.Tech,AWS Certified,Data Scientist,Hire,78601,7,100,"['deep learning', 'machine learning', 'python', 'sql']",1,1,1.0,0.5,0.7000000000000001,0.8
242,243,Katherine Chase,"c++, sql, react",8,B.Tech,Google ML,Software Engineer,Hire,99288,4,100,"['c++', 'sql', 'react']",1,1,1.0,0.8,0.4,0.8
243,244,Rodney Diaz,"linux, networking",0,B.Tech,AWS Certified,Cybersecurity Analyst,Reject,64620,6,50,"['linux', 'networking']",0,1,0.411764705882353,0.0,0.6000000000000001,0.4441176470588236
244,245,Michael Phelps,"nlp, pytorch",2,B.Sc,Deep Learning Specialization,AI Researcher,Hire,113947,8,80,"['nlp', 'pytorch']",1,1,0.7647058823529411,0.2,0.8,0.6676470588235294
245,246,Christine Reyes,"deep learning, python, sql",2,B.Sc,Deep Learning Specialization,Data Scientist,Hire,119054,8,85,"['deep learning', 'python', 'sql']",1,1,0.8235294117647058,0.2,0.8,0.6882352941176471
246,247,Daniel Alvarado,"cybersecurity, ethical hacking, linux",7,MBA,AWS Certified,Cybersecurity Analyst,Hire,63157,4,100,"['cybersecurity', 'ethical hacking', 'linux']",1,1,1.0,0.7000000000000001,0.4,0.775
247,248,Ashley Moore,"deep learning, machine learning, sql",5,B.Sc,Google ML,Data Scientist,Hire,41593,4,95,"['deep learning', 'machine learning', 'sql']",1,1,0.9411764705882353,0.5,0.4,0.7044117647058824
248,249,Caitlin Shaw,"sql, java, react, c++",4,MBA,Deep Learning Specialization,Software Engineer,Hire,101488,5,95,"['sql', 'java', 'react', 'c++']",1,1,0.9411764705882353,0.4,0.5,0.7044117647058824
249,250,James Gibson,"react, java",2,MBA,AWS Certified,Software Engineer,Hire,113130,8,80,"['react', 'java']",1,1,0.7647058823529411,0.2,0.8,0.6676470588235294
250,251,Timothy Smith,"python, nlp, tensorflow, pytorch",9,B.Tech,AWS Certified,AI Researcher,Hire,95912,10,100,"['python', 'nlp', 'tensorflow', 'pytorch']",1,1,1.0,0.9,1.0,0.975
251,252,Erin Maynard,"pytorch, nlp, tensorflow, python",7,M.Tech,AWS Certified,AI Researcher,Hire,51478,9,100,"['pytorch', 'nlp', 'tensorflow', 'python']",1,1,1.0,0.7000000000000001,0.9,0.9
252,253,Sherry Mcgrath,"tensorflow, python, pytorch",8,PhD,None,AI Researcher,Hire,75976,1,100,"['tensorflow', 'python', 'pytorch']",1,0,1.0,0.8,0.1,0.5750000000000001
253,254,Juan Velez,"sql, machine learning",2,B.Tech,None,Data Scientist,Reject,116999,2,40,"['sql', 'machine learning']",0,0,0.29411764705882354,0.2,0.2,0.20294117647058824
254,255,Sara Collins,"react, c++, sql, java",7,MBA,Deep Learning Specialization,Software Engineer,Hire,90437,5,100,"['react', 'c++', 'sql', 'java']",1,1,1.0,0.7000000000000001,0.5,0.8
255,256,Kathleen Foster,"nlp, pytorch, tensorflow",6,B.Tech,Deep Learning Specialization,AI Researcher,Hire,72164,4,100,"['nlp', 'pytorch', 'tensorflow']",1,1,1.0,0.6000000000000001,0.4,0.75
256,257,Paul Williams,"java, c++, react",9,M.Tech,None,Software Engineer,Hire,54990,1,100,"['java', 'c++', 'react']",1,0,1.0,0.9,0.1,0.6
257,258,Jasmine Cole,"cybersecurity, linux",8,B.Sc,Google ML,Cybersecurity Analyst,Hire,90950,10,100,"['cybersecurity', 'linux']",1,1,1.0,0.8,1.0,0.9500000000000001
258,259,Bryan Wright,"sql, machine learning, deep learning",0,B.Tech,Deep Learning Specialization,Data Scientist,Reject,113435,2,35,"['sql', 'machine learning', 'deep learning']",0,1,0.23529411764705882,0.0,0.2,0.2823529411764706
259,260,Dr. Samantha Hill MD,"tensorflow, pytorch, python",8,B.Tech,AWS Certified,AI Researcher,Hire,78090,6,100,"['tensorflow', 'pytorch', 'python']",1,1,1.0,0.8,0.6000000000000001,0.8500000000000001
260,261,Steven Hull,"python, pytorch",7,B.Sc,Google ML,AI Researcher,Hire,71756,2,100,"['python', 'pytorch']",1,1,1.0,0.7000000000000001,0.2,0.7250000000000001
261,262,Eduardo Wilson,"ethical hacking, linux, networking",1,PhD,AWS Certified,Cybersecurity Analyst,Hire,59652,10,85,"['ethical hacking', 'linux', 'networking']",1,1,0.8235294117647058,0.1,1.0,0.7132352941176471
262,263,Bryan Scott,"tensorflow, nlp",10,B.Sc,AWS Certified,AI Researcher,Hire,86663,2,100,"['tensorflow', 'nlp']",1,1,1.0,1.0,0.2,0.8
263,264,Jessica Burnett,"python, tensorflow",0,M.Tech,AWS Certified,AI Researcher,Reject,77225,1,25,"['python', 'tensorflow']",0,1,0.11764705882352944,0.0,0.1,0.2161764705882353
264,265,Kim Brown,"nlp, python, pytorch",1,MBA,AWS Certified,AI Researcher,Reject,97459,0,35,"['nlp', 'python', 'pytorch']",0,1,0.23529411764705882,0.1,0.0,0.25735294117647056
265,266,Maria Green MD,"nlp, tensorflow",7,MBA,Google ML,AI Researcher,Hire,99118,1,95,"['nlp', 'tensorflow']",1,1,0.9411764705882353,0.7000000000000001,0.1,0.6794117647058824
266,267,Gregory Rogers,"networking, ethical hacking",0,M.Tech,AWS Certified,Cybersecurity Analyst,Reject,74792,5,45,"['networking', 'ethical hacking']",0,1,0.35294117647058826,0.0,0.5,0.3985294117647059
267,268,Nathaniel Yoder,"sql, react",10,B.Tech,Deep Learning Specialization,Software Engineer,Hire,89543,5,100,"['sql', 'react']",1,1,1.0,1.0,0.5,0.875
268,269,Paul Lozano,"sql, machine learning, deep learning, python",8,M.Tech,Google ML,Data Scientist,Hire,109019,8,100,"['sql', 'machine learning', 'deep learning', 'python']",1,1,1.0,0.8,0.8,0.9
269,270,Jerry Allen,"cybersecurity, linux, networking, ethical hacking",9,PhD,Deep Learning Specialization,Cybersecurity Analyst,Hire,94447,4,100,"['cybersecurity', 'linux', 'networking', 'ethical hacking']",1,1,1.0,0.9,0.4,0.825
270,271,Amy Poole,"machine learning, sql, python",0,PhD,Google ML,Data Scientist,Reject,43642,7,60,"['machine learning', 'sql', 'python']",0,1,0.5294117647058822,0.0,0.7000000000000001,0.5102941176470588
271,272,Laura Garcia,"ethical hacking, cybersecurity",0,B.Sc,None,Cybersecurity Analyst,Reject,47079,8,50,"['ethical hacking', 'cybersecurity']",0,0,0.411764705882353,0.0,0.8,0.34411764705882353
272,273,Cassandra Ford,"linux, cybersecurity",2,PhD,AWS Certified,Cybersecurity Analyst,Reject,48427,1,45,"['linux', 'cybersecurity']",0,1,0.35294117647058826,0.2,0.1,0.34852941176470587
273,274,Ricky Morris,"nlp, pytorch, python",8,MBA,None,AI Researcher,Hire,75898,3,100,"['nlp', 'pytorch', 'python']",1,0,1.0,0.8,0.30000000000000004,0.625
274,275,Jon Hall,"networking, linux",3,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,102962,7,85,"['networking', 'linux']",1,1,0.8235294117647058,0.30000000000000004,0.7000000000000001,0.6882352941176471
275,276,Amber Brown,"nlp, tensorflow",7,PhD,Deep Learning Specialization,AI Researcher,Hire,48195,0,90,"['nlp', 'tensorflow']",1,1,0.8823529411764706,0.7000000000000001,0.0,0.6338235294117647
276,277,Dr. Antonio Martinez,"deep learning, machine learning, python",3,MBA,AWS Certified,Data Scientist,Reject,71310,1,60,"['deep learning', 'machine learning', 'python']",0,1,0.5294117647058822,0.30000000000000004,0.1,0.43529411764705883
277,278,Dwayne Taylor,"react, c++, sql, java",4,B.Tech,Deep Learning Specialization,Software Engineer,Hire,90345,7,100,"['react', 'c++', 'sql', 'java']",1,1,1.0,0.4,0.7000000000000001,0.775
278,279,Trevor Freeman,"cybersecurity, networking, ethical hacking",6,M.Tech,AWS Certified,Cybersecurity Analyst,Hire,53165,8,100,"['cybersecurity', 'networking', 'ethical hacking']",1,1,1.0,0.6000000000000001,0.8,0.85
279,280,Kristen Santana,"deep learning, machine learning",0,PhD,Google ML,Data Scientist,Reject,73914,1,25,"['deep learning', 'machine learning']",0,1,0.11764705882352944,0.0,0.1,0.2161764705882353
280,281,Rachael Hayes,"c++, sql, react",10,M.Tech,Deep Learning Specialization,Software Engineer,Hire,48829,5,100,"['c++', 'sql', 'react']",1,1,1.0,1.0,0.5,0.875
281,282,Gary Gonzalez,"python, tensorflow, pytorch, nlp",9,MBA,Google ML,AI Researcher,Hire,99238,1,100,"['python', 'tensorflow', 'pytorch', 'nlp']",1,1,1.0,0.9,0.1,0.75
282,283,Mrs. Ashley Stanley,"pytorch, python, nlp, tensorflow",0,M.Tech,Deep Learning Specialization,AI Researcher,Hire,67037,9,75,"['pytorch', 'python', 'nlp', 'tensorflow']",1,1,0.7058823529411764,0.0,0.9,0.6220588235294118
283,284,Sonia Mendoza,"python, tensorflow",3,B.Sc,None,AI Researcher,Reject,82959,3,55,"['python', 'tensorflow']",0,0,0.4705882352941177,0.30000000000000004,0.30000000000000004,0.31470588235294117
284,285,Tara Williams,"python, deep learning",7,B.Tech,None,Data Scientist,Hire,104891,2,90,"['python', 'deep learning']",1,0,0.8823529411764706,0.7000000000000001,0.2,0.5338235294117647
285,286,Joanna Little,"ethical hacking, cybersecurity, networking",2,PhD,Deep Learning Specialization,Cybersecurity Analyst,Hire,117219,5,70,"['ethical hacking', 'cybersecurity', 'networking']",1,1,0.6470588235294117,0.2,0.5,0.551470588235294
286,287,Emily Sanchez,"c++, react, sql, java",2,MBA,None,Software Engineer,Reject,96229,1,45,"['c++', 'react', 'sql', 'java']",0,0,0.35294117647058826,0.2,0.1,0.19852941176470587
287,288,Rebecca Lewis,"python, sql, deep learning",10,B.Tech,None,Data Scientist,Hire,92689,8,100,"['python', 'sql', 'deep learning']",1,0,1.0,1.0,0.8,0.8
288,289,Jonathan Andrews,"python, deep learning, sql, machine learning",2,M.Tech,None,Data Scientist,Hire,82012,7,75,"['python', 'deep learning', 'sql', 'machine learning']",1,0,0.7058823529411764,0.2,0.7000000000000001,0.47205882352941175
289,290,Martin Dean,"ethical hacking, networking",6,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,61633,4,100,"['ethical hacking', 'networking']",1,1,1.0,0.6000000000000001,0.4,0.75
290,291,Olivia Montgomery,"tensorflow, python",2,PhD,Deep Learning Specialization,AI Researcher,Hire,73596,9,85,"['tensorflow', 'python']",1,1,0.8235294117647058,0.2,0.9,0.7132352941176471
291,292,Amanda Watson,"cybersecurity, networking, linux",2,B.Sc,AWS Certified,Cybersecurity Analyst,Reject,104195,3,60,"['cybersecurity', 'networking', 'linux']",0,1,0.5294117647058822,0.2,0.30000000000000004,0.46029411764705874
292,293,Katelyn Hopkins,"machine learning, python, sql",6,B.Tech,None,Data Scientist,Hire,50393,5,100,"['machine learning', 'python', 'sql']",1,0,1.0,0.6000000000000001,0.5,0.625
293,294,Jeremy Shaw,"java, c++, react, sql",4,B.Sc,None,Software Engineer,Hire,98181,8,100,"['java', 'c++', 'react', 'sql']",1,0,1.0,0.4,0.8,0.6499999999999999
294,295,Nathan Williams,"pytorch, python, nlp, tensorflow",9,MBA,Deep Learning Specialization,AI Researcher,Hire,117784,3,100,"['pytorch', 'python', 'nlp', 'tensorflow']",1,1,1.0,0.9,0.30000000000000004,0.7999999999999999
295,296,Jacqueline Frederick,"deep learning, python, machine learning, sql",2,B.Sc,None,Data Scientist,Hire,84282,6,70,"['deep learning', 'python', 'machine learning', 'sql']",1,0,0.6470588235294117,0.2,0.6000000000000001,0.4264705882352941
296,297,Robert Cook,"networking, linux, ethical hacking, cybersecurity",2,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Reject,108144,2,60,"['networking', 'linux', 'ethical hacking', 'cybersecurity']",0,1,0.5294117647058822,0.2,0.2,0.4352941176470587
297,298,Jerome Schmitt,"networking, cybersecurity, linux, ethical hacking",8,MBA,Google ML,Cybersecurity Analyst,Hire,104087,4,100,"['networking', 'cybersecurity', 'linux', 'ethical hacking']",1,1,1.0,0.8,0.4,0.8
298,299,Scott Coleman,"sql, deep learning",6,B.Tech,Google ML,Data Scientist,Hire,80534,6,100,"['sql', 'deep learning']",1,1,1.0,0.6000000000000001,0.6000000000000001,0.8
299,300,Robin Mcgrath,"python, pytorch, tensorflow",1,M.Tech,None,AI Researcher,Hire,88349,10,75,"['python', 'pytorch', 'tensorflow']",1,0,0.7058823529411764,0.1,1.0,0.5220588235294117
300,301,Kristen Maynard,"linux, ethical hacking",10,M.Tech,Google ML,Cybersecurity Analyst,Hire,71601,9,100,"['linux', 'ethical hacking']",1,1,1.0,1.0,0.9,0.975
301,302,Denise Collins,"react, java, sql, c++",5,PhD,Deep Learning Specialization,Software Engineer,Hire,94954,10,100,"['react', 'java', 'sql', 'c++']",1,1,1.0,0.5,1.0,0.875
302,303,Amber Dalton,"nlp, python, tensorflow, pytorch",2,PhD,Deep Learning Specialization,AI Researcher,Hire,72948,10,100,"['nlp', 'python', 'tensorflow', 'pytorch']",1,1,1.0,0.2,1.0,0.7999999999999999
303,304,Carlos Goodwin,"python, nlp",8,B.Sc,Google ML,AI Researcher,Hire,89808,10,100,"['python', 'nlp']",1,1,1.0,0.8,1.0,0.9500000000000001
304,305,Tina Howard,"sql, python, machine learning",6,B.Sc,AWS Certified,Data Scientist,Hire,52824,9,100,"['sql', 'python', 'machine learning']",1,1,1.0,0.6000000000000001,0.9,0.875
305,306,Nathaniel Terry,"react, sql, c++",1,MBA,None,Software Engineer,Hire,88441,10,75,"['react', 'sql', 'c++']",1,0,0.7058823529411764,0.1,1.0,0.5220588235294117
306,307,Jessica Campbell,"machine learning, sql, python",4,B.Sc,Google ML,Data Scientist,Hire,114573,8,100,"['machine learning', 'sql', 'python']",1,1,1.0,0.4,0.8,0.7999999999999999
307,308,Andrew Shaw,"python, sql",1,MBA,Deep Learning Specialization,Data Scientist,Hire,112556,7,65,"['python', 'sql']",1,1,0.588235294117647,0.1,0.7000000000000001,0.5558823529411765
308,309,Stephen Lopez,"deep learning, sql",6,B.Tech,AWS Certified,Data Scientist,Hire,106433,0,80,"['deep learning', 'sql']",1,1,0.7647058823529411,0.6000000000000001,0.0,0.5676470588235294
309,310,Megan Cox,"sql, java",3,B.Tech,None,Software Engineer,Hire,63531,8,80,"['sql', 'java']",1,0,0.7647058823529411,0.30000000000000004,0.8,0.5426470588235294
310,311,Richard Kelly,"cybersecurity, ethical hacking, networking",0,B.Tech,None,Cybersecurity Analyst,Reject,82635,7,50,"['cybersecurity', 'ethical hacking', 'networking']",0,0,0.411764705882353,0.0,0.7000000000000001,0.31911764705882356
311,312,Benjamin Rivera,"sql, machine learning, python, deep learning",6,B.Sc,Google ML,Data Scientist,Hire,99502,8,100,"['sql', 'machine learning', 'python', 'deep learning']",1,1,1.0,0.6000000000000001,0.8,0.85
312,313,Laura Stewart,"deep learning, sql, python, machine learning",1,PhD,Deep Learning Specialization,Data Scientist,Reject,52288,1,45,"['deep learning', 'sql', 'python', 'machine learning']",0,1,0.35294117647058826,0.1,0.1,0.32352941176470584
313,314,Ronald Luna,"c++, sql",5,M.Tech,Google ML,Software Engineer,Hire,106464,5,95,"['c++', 'sql']",1,1,0.9411764705882353,0.5,0.5,0.7294117647058823
314,315,Robert Thompson,"networking, ethical hacking, linux, cybersecurity",10,M.Tech,Google ML,Cybersecurity Analyst,Hire,97006,5,100,"['networking', 'ethical hacking', 'linux', 'cybersecurity']",1,1,1.0,1.0,0.5,0.875
315,316,Joseph Rojas,"cybersecurity, ethical hacking, linux",1,MBA,AWS Certified,Cybersecurity Analyst,Hire,78344,10,85,"['cybersecurity', 'ethical hacking', 'linux']",1,1,0.8235294117647058,0.1,1.0,0.7132352941176471
316,317,Richard Padilla,"cybersecurity, networking, ethical hacking, linux",2,B.Sc,None,Cybersecurity Analyst,Reject,59121,4,60,"['cybersecurity', 'networking', 'ethical hacking', 'linux']",0,0,0.5294117647058822,0.2,0.4,0.33529411764705874
317,318,Heather Savage,"machine learning, python, deep learning",2,B.Tech,Deep Learning Specialization,Data Scientist,Hire,55376,7,80,"['machine learning', 'python', 'deep learning']",1,1,0.7647058823529411,0.2,0.7000000000000001,0.6426470588235293
318,319,Elizabeth Chavez,"tensorflow, python, nlp",9,M.Tech,AWS Certified,AI Researcher,Hire,101293,0,100,"['tensorflow', 'python', 'nlp']",1,1,1.0,0.9,0.0,0.725
319,320,Scott Richardson,"sql, java, c++, react",0,B.Tech,AWS Certified,Software Engineer,Hire,53699,8,70,"['sql', 'java', 'c++', 'react']",1,1,0.6470588235294117,0.0,0.8,0.5764705882352941
320,321,Jerome Sampson,"deep learning, sql",5,MBA,Google ML,Data Scientist,Hire,114879,8,100,"['deep learning', 'sql']",1,1,1.0,0.5,0.8,0.8250000000000001
321,322,Jennifer Padilla,"networking, linux, cybersecurity, ethical hacking",5,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,102150,3,95,"['networking', 'linux', 'cybersecurity', 'ethical hacking']",1,1,0.9411764705882353,0.5,0.30000000000000004,0.6794117647058824
322,323,Malik Burns,"python, deep learning",5,B.Tech,None,Data Scientist,Hire,73559,10,100,"['python', 'deep learning']",1,0,1.0,0.5,1.0,0.725
323,324,Brandon Monroe,"ethical hacking, linux",8,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,93214,2,100,"['ethical hacking', 'linux']",1,1,1.0,0.8,0.2,0.7500000000000001
324,325,Heather Mcdonald,"c++, java, sql",3,PhD,Deep Learning Specialization,Software Engineer,Hire,98746,4,75,"['c++', 'java', 'sql']",1,1,0.7058823529411764,0.30000000000000004,0.4,0.5720588235294117
325,326,William Bryant,"deep learning, python",3,MBA,AWS Certified,Data Scientist,Hire,44012,10,100,"['deep learning', 'python']",1,1,1.0,0.30000000000000004,1.0,0.8250000000000001
326,327,Abigail Brock,"machine learning, python, deep learning",9,B.Tech,None,Data Scientist,Hire,93707,0,100,"['machine learning', 'python', 'deep learning']",1,0,1.0,0.9,0.0,0.575
327,328,Maria Perez PhD,"ethical hacking, linux, cybersecurity",4,MBA,None,Cybersecurity Analyst,Hire,52722,9,100,"['ethical hacking', 'linux', 'cybersecurity']",1,0,1.0,0.4,0.9,0.6749999999999999
328,329,William Casey,"sql, react, c++",7,B.Tech,AWS Certified,Software Engineer,Hire,65733,0,95,"['sql', 'react', 'c++']",1,1,0.9411764705882353,0.7000000000000001,0.0,0.6544117647058824
329,330,Bryan Clayton,"networking, cybersecurity, ethical hacking, linux",0,PhD,AWS Certified,Cybersecurity Analyst,Reject,62201,5,55,"['networking', 'cybersecurity', 'ethical hacking', 'linux']",0,1,0.4705882352941177,0.0,0.5,0.43970588235294117
330,331,James Murphy,"sql, java",7,M.Tech,AWS Certified,Software Engineer,Hire,115275,5,100,"['sql', 'java']",1,1,1.0,0.7000000000000001,0.5,0.8
331,332,Brett Mills,"python, deep learning, sql, machine learning",1,B.Tech,AWS Certified,Data Scientist,Hire,61616,9,85,"['python', 'deep learning', 'sql', 'machine learning']",1,1,0.8235294117647058,0.1,0.9,0.6882352941176471
332,333,Kimberly Thompson,"tensorflow, pytorch",5,PhD,AWS Certified,AI Researcher,Hire,79405,4,90,"['tensorflow', 'pytorch']",1,1,0.8823529411764706,0.5,0.4,0.6838235294117647
333,334,William Walker,"linux, cybersecurity, networking",2,B.Sc,AWS Certified,Cybersecurity Analyst,Reject,54759,1,50,"['linux', 'cybersecurity', 'networking']",0,1,0.411764705882353,0.2,0.1,0.36911764705882355
334,335,Natalie King,"ethical hacking, linux",7,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,91922,0,90,"['ethical hacking', 'linux']",1,1,0.8823529411764706,0.7000000000000001,0.0,0.6338235294117647
335,336,Sergio Scott,"java, sql, react, c++",10,B.Sc,Deep Learning Specialization,Software Engineer,Hire,69145,4,100,"['java', 'sql', 'react', 'c++']",1,1,1.0,1.0,0.4,0.85
336,337,Carlos Park,"pytorch, tensorflow",2,MBA,AWS Certified,AI Researcher,Hire,65012,6,70,"['pytorch', 'tensorflow']",1,1,0.6470588235294117,0.2,0.6000000000000001,0.5764705882352941
337,338,Stacie Pitts,"c++, sql",7,MBA,AWS Certified,Software Engineer,Hire,45278,8,100,"['c++', 'sql']",1,1,1.0,0.7000000000000001,0.8,0.8750000000000001
338,339,Jose Kirk,"networking, linux, ethical hacking, cybersecurity",4,B.Tech,None,Cybersecurity Analyst,Reject,75555,0,60,"['networking', 'linux', 'ethical hacking', 'cybersecurity']",0,0,0.5294117647058822,0.4,0.0,0.2852941176470588
339,340,John Alvarez,"sql, machine learning",0,B.Tech,AWS Certified,Data Scientist,Reject,90362,8,60,"['sql', 'machine learning']",0,1,0.5294117647058822,0.0,0.8,0.5352941176470588
340,341,Austin Saunders,"c++, java",0,B.Sc,None,Software Engineer,Reject,89148,8,50,"['c++', 'java']",0,0,0.411764705882353,0.0,0.8,0.34411764705882353
341,342,Shannon Page,"deep learning, sql, python, machine learning",8,MBA,AWS Certified,Data Scientist,Hire,100345,0,100,"['deep learning', 'sql', 'python', 'machine learning']",1,1,1.0,0.8,0.0,0.7000000000000001
342,343,Dylan Keller,"python, nlp, tensorflow",7,B.Sc,Google ML,AI Researcher,Hire,62487,8,100,"['python', 'nlp', 'tensorflow']",1,1,1.0,0.7000000000000001,0.8,0.8750000000000001
343,344,Stephanie Mosley,"cybersecurity, networking",3,MBA,None,Cybersecurity Analyst,Hire,55213,9,85,"['cybersecurity', 'networking']",1,0,0.8235294117647058,0.30000000000000004,0.9,0.5882352941176471
344,345,Whitney Thompson,"deep learning, machine learning, sql, python",1,M.Tech,Deep Learning Specialization,Data Scientist,Hire,79991,10,90,"['deep learning', 'machine learning', 'sql', 'python']",1,1,0.8823529411764706,0.1,1.0,0.7338235294117647
345,346,Isabel Williams,"cybersecurity, ethical hacking, networking, linux",6,MBA,Google ML,Cybersecurity Analyst,Hire,89696,10,100,"['cybersecurity', 'ethical hacking', 'networking', 'linux']",1,1,1.0,0.6000000000000001,1.0,0.9
346,347,Jessica Ruiz,"ethical hacking, cybersecurity, linux, networking",0,MBA,Google ML,Cybersecurity Analyst,Hire,102527,7,65,"['ethical hacking', 'cybersecurity', 'linux', 'networking']",1,1,0.588235294117647,0.0,0.7000000000000001,0.5308823529411765
347,348,Jamie Arnold,"sql, java, react",3,B.Sc,None,Software Engineer,Hire,96280,9,90,"['sql', 'java', 'react']",1,0,0.8823529411764706,0.30000000000000004,0.9,0.6088235294117647
348,349,Ashley Gardner,"machine learning, python",1,MBA,AWS Certified,Data Scientist,Reject,108606,3,45,"['machine learning', 'python']",0,1,0.35294117647058826,0.1,0.30000000000000004,0.3735294117647059
349,350,Shannon Young,"ethical hacking, linux",2,M.Tech,None,Cybersecurity Analyst,Hire,115687,7,65,"['ethical hacking', 'linux']",1,0,0.588235294117647,0.2,0.7000000000000001,0.4308823529411765
350,351,George Hansen,"networking, ethical hacking",1,M.Tech,AWS Certified,Cybersecurity Analyst,Reject,65217,6,60,"['networking', 'ethical hacking']",0,1,0.5294117647058822,0.1,0.6000000000000001,0.5102941176470588
351,352,Tanya Lloyd,"react, c++, sql, java",0,M.Tech,None,Software Engineer,Reject,94099,0,20,"['react', 'c++', 'sql', 'java']",0,0,0.05882352941176472,0.0,0.0,0.02058823529411765
352,353,Morgan Mueller,"python, deep learning, sql, machine learning",9,PhD,None,Data Scientist,Hire,45043,5,100,"['python', 'deep learning', 'sql', 'machine learning']",1,0,1.0,0.9,0.5,0.7
353,354,Anthony Wheeler,"python, machine learning, deep learning",0,B.Tech,Google ML,Data Scientist,Reject,116661,3,40,"['python', 'machine learning', 'deep learning']",0,1,0.29411764705882354,0.0,0.30000000000000004,0.32794117647058824
354,355,Isabella Long,"pytorch, tensorflow",8,B.Sc,Deep Learning Specialization,AI Researcher,Hire,73142,9,100,"['pytorch', 'tensorflow']",1,1,1.0,0.8,0.9,0.925
355,356,Vincent Daniel,"python, pytorch, tensorflow, nlp",7,B.Sc,Google ML,AI Researcher,Hire,75507,7,100,"['python', 'pytorch', 'tensorflow', 'nlp']",1,1,1.0,0.7000000000000001,0.7000000000000001,0.8500000000000001
356,357,Mrs. Debbie Jackson,"python, nlp",0,PhD,Deep Learning Specialization,AI Researcher,Hire,81970,10,70,"['python', 'nlp']",1,1,0.6470588235294117,0.0,1.0,0.6264705882352941
357,358,Mr. Juan Barron DDS,"sql, c++, react, java",4,MBA,Google ML,Software Engineer,Hire,59448,9,100,"['sql', 'c++', 'react', 'java']",1,1,1.0,0.4,0.9,0.825
358,359,Debra Franco,"sql, deep learning, machine learning",6,M.Tech,None,Data Scientist,Hire,58016,2,85,"['sql', 'deep learning', 'machine learning']",1,0,0.8235294117647058,0.6000000000000001,0.2,0.48823529411764705
359,360,Nicole Randolph,"networking, ethical hacking",0,B.Tech,None,Cybersecurity Analyst,Reject,97659,4,30,"['networking', 'ethical hacking']",0,0,0.1764705882352941,0.0,0.4,0.16176470588235292
360,361,James Cline,"linux, ethical hacking",2,M.Tech,AWS Certified,Cybersecurity Analyst,Reject,76342,4,60,"['linux', 'ethical hacking']",0,1,0.5294117647058822,0.2,0.4,0.48529411764705876
361,362,April West,"networking, linux, cybersecurity, ethical hacking",7,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,103102,2,100,"['networking', 'linux', 'cybersecurity', 'ethical hacking']",1,1,1.0,0.7000000000000001,0.2,0.7250000000000001
362,363,Stephanie Edwards,"sql, java",3,B.Sc,None,Software Engineer,Hire,41272,6,70,"['sql', 'java']",1,0,0.6470588235294117,0.30000000000000004,0.6000000000000001,0.45147058823529407
363,364,Paula Harrison,"tensorflow, python, nlp, pytorch",1,B.Sc,AWS Certified,AI Researcher,Reject,40186,1,45,"['tensorflow', 'python', 'nlp', 'pytorch']",0,1,0.35294117647058826,0.1,0.1,0.32352941176470584
364,365,Breanna Moore,"react, java, sql",4,M.Tech,Deep Learning Specialization,Software Engineer,Hire,82848,5,90,"['react', 'java', 'sql']",1,1,0.8823529411764706,0.4,0.5,0.6838235294117647
365,366,Tristan Burgess PhD,"tensorflow, pytorch",5,M.Tech,Deep Learning Specialization,AI Researcher,Hire,82093,9,100,"['tensorflow', 'pytorch']",1,1,1.0,0.5,0.9,0.85
366,367,Christina Perez,"linux, cybersecurity, ethical hacking",2,B.Sc,None,Cybersecurity Analyst,Reject,60533,2,45,"['linux', 'cybersecurity', 'ethical hacking']",0,0,0.35294117647058826,0.2,0.2,0.22352941176470587
367,368,Mike Miller,"python, nlp",5,B.Tech,None,AI Researcher,Hire,55494,8,100,"['python', 'nlp']",1,0,1.0,0.5,0.8,0.675
368,369,Shelly Mann,"deep learning, python",6,MBA,Deep Learning Specialization,Data Scientist,Hire,53984,7,100,"['deep learning', 'python']",1,1,1.0,0.6000000000000001,0.7000000000000001,0.8250000000000001
369,370,Jose Young,"linux, networking, ethical hacking",10,B.Tech,None,Cybersecurity Analyst,Hire,91447,5,100,"['linux', 'networking', 'ethical hacking']",1,0,1.0,1.0,0.5,0.725
370,371,Timothy Johnson,"java, c++, react",7,PhD,None,Software Engineer,Hire,100195,6,100,"['java', 'c++', 'react']",1,0,1.0,0.7000000000000001,0.6000000000000001,0.675
